"t_ProxX","t_ProxY","t_ProxZ","t_TipX","t_TipY","t_TipZ","i_ProxX","i_ProxY","i_ProxZ","i_TipX","i_TipY","i_ProxZ","m_ProxX","m_ProxY","m_ProxZ","m_TipX","m_TipY","m_TipZ","r_ProxX","r_ProxY","r_ProxZ","r_TipX","r_TipY","r_TipZ","pcX","pcY","pcZ"
"6.4604096","233.3192","-1.2111607","5.597437","207.03377","18.265408","-29.229528","148.48332","13.237759","-1.8180882","134.08948","44.368908","-19.205318","132.87622","32.80822","-18.316353","161.7325","9.658903","-30.320974","135.71196","37.375885","-36.749172","164.13632","16.686964","-43.134537","149.15541","39.852528","-53.62864","170.52869","26.840878","-18.793535","163.29187","58.432262"
