name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
B32,0,0,0,70.616974,90.45730591,78.67951202,46.59500122,98.72521973,91.68062592,0.080480784,0.078307346,0.042268395,0.107720025,0.185406148,62.63777924,94.81408691,25.29184532,33.41509628,90.41758728,48.20151901,36.28582382,106.3527527,102.5019073,13.06562805
B33,0,0,0,70.616974,90.45730591,78.67951202,46.59500122,98.72521973,91.68062592,0.080480784,0.078307346,0.042268395,0.107720025,0.185406148,62.63777924,94.81408691,25.29184532,33.41509628,90.41758728,48.20151901,36.28582382,106.3527527,102.5019073,13.06562805
B34,0,0,0,70.61826,90.4572525,78.67930603,46.59258652,98.72532654,91.67897797,0.080480039,0.078297436,0.042269807,0.107749961,0.185383201,62.63782501,94.80882263,25.28911591,33.40859604,90.41230774,48.20376587,36.29214859,106.3464203,102.4961472,13.06406498
B35,0,0,0,70.61826,90.4572525,78.67930603,46.59258652,98.72532654,91.67897797,0.080480039,0.078297436,0.042269807,0.107749961,0.185383201,62.63782501,94.80882263,25.28911591,33.40859604,90.41230774,48.20376587,36.29214859,106.3464203,102.4961472,13.06406498
B36,0,0,0,70.61826,90.4572525,78.67930603,46.59258652,98.72532654,91.67897797,0.080480039,0.078297436,0.042269807,0.107749961,0.185383201,62.63782501,94.80882263,25.28911591,33.40859604,90.41230774,48.20376587,36.29214859,106.3464203,102.4961472,13.06406498
B37,0,0,0,70.61826,90.4572525,78.67930603,46.59258652,98.72532654,91.67897797,0.080480039,0.078297436,0.042269807,0.107749961,0.185383201,62.63782501,94.80882263,25.28911591,33.40859604,90.41230774,48.20376587,36.29214859,106.3464203,102.4961472,13.06406498
B38,0,0,0,70.609726,90.45719147,78.67935944,46.59143829,98.72554779,91.6541214,0.080304131,0.078270763,0.042175196,0.10809581,0.185221434,62.64261627,94.76473236,25.27926826,33.32562256,90.3660202,48.21588898,36.38991928,106.2947998,102.4587173,13.02567768
B39,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B40,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B41,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B42,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B43,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B44,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B45,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B46,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B47,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B48,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
B49,0,0,0,70.614685,90.45728302,78.67851257,46.69718552,98.72723389,91.62641907,0.078788936,0.078128844,0.04191285,0.108600713,0.185561284,62.64886856,94.57819366,25.2431736,33.18416595,90.29618073,48.25502014,36.50376511,106.1292496,102.288559,12.95647049
name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
C0,0,0,0,40.563,61.29426956,62.00656128,60.89048004,53.21062469,47.6364975,0.088862211,0.050626777,0.026318168,0.061428376,0.210819021,47.92591095,47.94056702,43.34096146,55.26576233,17.66979218,36.34073639,54.89249039,21.43799591,40.80908585,21.13038826
C1,0,0,0,40.536434,61.22849274,62.05633926,60.81727982,53.10928726,47.56046295,0.089937061,0.050729144,0.025715567,0.061759539,0.212194905,47.70764923,47.94156265,43.47864914,55.63297272,17.79545784,36.59105682,55.01259995,21.59031487,40.77915573,21.04333878
C2,0,0,0,40.49669,61.16404343,62.0878334,60.76535416,53.0473175,47.53857803,0.089697838,0.050620887,0.025492059,0.062178213,0.211981684,47.75918198,47.8211937,43.254879,55.57818604,17.84276962,36.7478981,55.08098984,21.67957687,40.75118256,21.01231003
C3,0,0,0,40.45833,61.09809494,62.11214447,60.73218918,52.98154449,47.51108932,0.089287013,0.050572567,0.025433531,0.062509224,0.211743578,47.80402756,47.71799469,43.06414413,55.50808334,17.88018608,36.87761688,55.13316345,21.76096153,40.73519897,20.97641373
C4,0,0,0,40.45833,61.09809494,62.11214447,60.73218918,52.98154449,47.51108932,0.089287013,0.050572567,0.025433531,0.062509224,0.211743578,47.80402756,47.71799469,43.06414413,55.50808334,17.88018608,36.87761688,55.13316345,21.76096153,40.73519897,20.97641373
C5,0,0,0,40.41691,61.02791595,62.14300537,60.7090683,52.91327667,47.46922302,0.088767461,0.050794926,0.025233522,0.062718786,0.211470574,47.80896378,47.6884613,42.89996338,55.43140411,17.95820427,37.02599335,55.2050705,21.8664093,40.72778702,20.93170547
C6,0,0,0,40.41691,61.02791595,62.14300537,60.7090683,52.91327667,47.46922302,0.088767461,0.050794926,0.025233522,0.062718786,0.211470574,47.80896378,47.6884613,42.89996338,55.43140411,17.95820427,37.02599335,55.2050705,21.8664093,40.72778702,20.93170547
C7,0,0,0,40.41691,61.02791595,62.14300537,60.7090683,52.91327667,47.46922302,0.088767461,0.050794926,0.025233522,0.062718786,0.211470574,47.80896378,47.6884613,42.89996338,55.43140411,17.95820427,37.02599335,55.2050705,21.8664093,40.72778702,20.93170547
C8,0,0,0,40.41691,61.02791595,62.14300537,60.7090683,52.91327667,47.46922302,0.088767461,0.050794926,0.025233522,0.062718786,0.211470574,47.80896378,47.6884613,42.89996338,55.43140411,17.95820427,37.02599335,55.2050705,21.8664093,40.72778702,20.93170547
C9,0,0,0,40.41691,61.02791595,62.14300537,60.7090683,52.91327667,47.46922302,0.088767461,0.050794926,0.025233522,0.062718786,0.211470574,47.80896378,47.6884613,42.89996338,55.43140411,17.95820427,37.02599335,55.2050705,21.8664093,40.72778702,20.93170547
C10,0,0,0,40.41691,61.02791595,62.14300537,60.7090683,52.91327667,47.46922302,0.088767461,0.050794926,0.025233522,0.062718786,0.211470574,47.80896378,47.6884613,42.89996338,55.43140411,17.95820427,37.02599335,55.2050705,21.8664093,40.72778702,20.93170547
C11,0,0,0,40.41691,61.02791595,62.14300537,60.7090683,52.91327667,47.46922302,0.088767461,0.050794926,0.025233522,0.062718786,0.211470574,47.80896378,47.6884613,42.89996338,55.43140411,17.95820427,37.02599335,55.2050705,21.8664093,40.72778702,20.93170547
C12,0,0,0,40.41691,61.02791595,62.14300537,60.7090683,52.91327667,47.46922302,0.088767461,0.050794926,0.025233522,0.062718786,0.211470574,47.80896378,47.6884613,42.89996338,55.43140411,17.95820427,37.02599335,55.2050705,21.8664093,40.72778702,20.93170547
C13,0,0,0,40.41691,61.02791595,62.14300537,60.7090683,52.91327667,47.46922302,0.088767461,0.050794926,0.025233522,0.062718786,0.211470574,47.80896378,47.6884613,42.89996338,55.43140411,17.95820427,37.02599335,55.2050705,21.8664093,40.72778702,20.93170547
