name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
A,0,0,0,47.831352,82.18571472,39.99069214,32.82658005,32.17869949,33.63421249,0.259312689,0.105719537,0.113667659,0.108620502,0.543778837,77.19558716,87.02981567,98.95523834,108.7972336,13.76861286,28.07092094,40.97538757,14.40567398,27.2306633,13.67249298
A,0,0,0,47.564827,81.75670624,39.99446487,32.85261154,32.19487381,33.59062958,0.258966565,0.10554599,0.113758542,0.108339734,0.542740166,76.93503571,86.70041656,98.60778046,108.3676376,13.7303257,28.04072952,40.91551971,14.41250229,27.20892715,13.64089394
A,0,0,0,47.24194,81.23661804,40.00683594,32.89286423,32.22315979,33.55049896,0.258966565,0.105325669,0.113874525,0.107999086,0.541831672,76.62509155,86.30493164,98.19360352,107.857048,13.6826601,28.00638962,40.84955597,14.42407417,27.19062614,13.60712433
A,0,0,0,47.24194,81.23661804,40.00683594,32.89286423,32.22315979,33.55049896,0.258966565,0.105325669,0.113874525,0.107999086,0.541831672,76.62509155,86.30493164,98.19360352,107.857048,13.6826601,28.00638962,40.84955597,14.42407417,27.19062614,13.60712433
A,0,0,0,46.828938,80.56809235,40.01869202,32.93128967,32.25203705,33.51462555,0.258693427,0.105099782,0.114088342,0.107680105,0.540539265,76.19065857,85.77313995,97.65260315,107.2114868,13.63255787,27.98181725,40.79262543,14.44674873,27.18457603,13.574543
A,0,0,0,46.34298,79.78897858,40.03144073,32.97834778,32.29174805,33.48633194,0.258655906,0.104830697,0.11436446,0.107345715,0.539377689,75.67218018,85.14514923,97.01963806,106.4640656,13.57252979,27.95313072,40.73144531,14.47511959,27.1842289,13.54179478
A,0,0,0,45.774902,78.84679413,40.05059052,33.00938797,32.3219223,33.45063782,0.258892089,0.104665376,0.114785723,0.106957249,0.538264513,75.06532288,84.39215088,96.26621246,105.5749588,13.5130825,27.93795586,40.67599106,14.5171957,27.18919754,13.50190067
A,0,0,0,45.148952,77.82219696,40.06907654,33.03612137,32.35109329,33.42732239,0.259150863,0.104455784,0.115259886,0.106553935,0.536962271,74.36488342,83.54013824,95.42591858,104.601738,13.45082188,27.92825317,40.6226387,14.56742764,27.19966888,13.45983791
A,0,0,0,45.148952,77.82219696,40.06907654,33.03612137,32.35109329,33.42732239,0.259150863,0.104455784,0.115259886,0.106553935,0.536962271,74.36488342,83.54013824,95.42591858,104.601738,13.45082188,27.92825317,40.6226387,14.56742764,27.19966888,13.45983791
A,0,0,0,44.439125,76.66318512,40.10265732,33.07779312,32.39790726,33.43004608,0.259786695,0.104262955,0.115906961,0.106232315,0.535951197,73.55700684,82.56265259,94.47038269,103.5101776,13.3810606,27.92317581,40.5772438,14.62995911,27.22599602,13.42049503
A,0,0,0,43.69343,75.48906708,40.12163544,33.10026932,32.42984772,33.45566559,0.260615408,0.104025587,0.116463803,0.106050588,0.534711242,72.61460876,81.48430634,93.43082428,102.371521,13.32238483,27.92242241,40.54414368,14.68594456,27.25423431,13.38850689
A,0,0,0,43.69343,75.48906708,40.12163544,33.10026932,32.42984772,33.45566559,0.260615408,0.104025587,0.116463803,0.106050588,0.534711242,72.61460876,81.48430634,93.43082428,102.371521,13.32238483,27.92242241,40.54414368,14.68594456,27.25423431,13.38850689
A,0,0,0,42.89508,74.24758911,40.13628006,33.11254501,32.45397568,33.4867363,0.262523443,0.103880256,0.117013417,0.105917051,0.534300804,71.53458405,80.28908539,92.28542328,101.1338577,13.27633762,27.93113327,40.52707672,14.73971176,27.28563881,13.36155415
A,0,0,0,42.318737,73.32182312,40.14949417,33.11073685,32.46549606,33.52893829,0.266335189,0.103775591,0.117435396,0.105944678,0.536266148,70.43631744,79.15883636,91.25133514,100.0768585,13.24456978,27.93757057,40.52376175,14.77929974,27.31541443,13.34832287
A,0,0,0,42.07699,72.90397644,40.16342163,33.09688187,32.47088242,33.56939697,0.269860625,0.103788823,0.117804654,0.105949186,0.539967179,69.55747986,78.32733917,90.55527496,99.42909241,13.22755337,27.95298004,40.53119659,14.81429195,27.34105873,13.33606529
A,0,0,0,42.07699,72.90397644,40.16342163,33.09688187,32.47088242,33.56939697,0.269860625,0.103788823,0.117804654,0.105949186,0.539967179,69.55747986,78.32733917,90.55527496,99.42909241,13.22755337,27.95298004,40.53119659,14.81429195,27.34105873,13.33606529
A,0,0,0,41.95107,72.64945984,40.17385864,33.08787537,32.47871399,33.61989594,0.271021247,0.103810683,0.118058458,0.106071986,0.541713297,69.00871277,77.80562592,90.11546326,99.04400635,13.21538734,27.95649147,40.53541946,14.83275032,27.35812759,13.33255005
A,0,0,0,41.898605,72.50065613,40.16787338,33.06298828,32.47159576,33.65406799,0.271129876,0.103890605,0.118182376,0.106178895,0.542392313,68.70300293,77.51532745,89.86904144,98.83827209,13.21619415,27.96201897,40.54355621,14.84000683,27.36599731,13.33297157
name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
A,0,0,0,37.282852,65.56613159,35.50667572,32.72621918,31.4406414,31.27761269,0.279039621,0.08445894,0.112522617,0.144228756,0.559293151,64.09349823,71.16587067,80.01532745,88.29490662,8.887877464,20.09115219,33.58718872,11.22723103,25.12443924,14.6606884
A,0,0,0,37.3073,65.59553528,35.51574326,32.72544861,31.45556259,31.25378418,0.278914511,0.084345818,0.112489171,0.143812642,0.558603585,64.2366333,71.27092743,80.11688995,88.33509064,8.866847038,20.06971169,33.52552032,11.22500229,25.07984734,14.62766266
A,0,0,0,37.316677,65.60961914,35.5120697,32.71113586,31.46387291,31.22728729,0.278771162,0.084275037,0.112393022,0.143298507,0.557728112,64.34880829,71.35439301,80.19930267,88.35044861,8.854769707,20.0555706,33.46212769,11.22115612,25.02539444,14.58788109
A,0,0,0,37.316677,65.60961914,35.5120697,32.71113586,31.46387291,31.22728729,0.278771162,0.084275037,0.112393022,0.143298507,0.557728112,64.34880829,71.35439301,80.19930267,88.35044861,8.854769707,20.0555706,33.46212769,11.22115612,25.02539444,14.58788109
A,0,0,0,37.316677,65.60961914,35.5120697,32.71113586,31.46387291,31.22728729,0.278771162,0.084275037,0.112393022,0.143298507,0.557728112,64.34880829,71.35439301,80.19930267,88.35044861,8.854769707,20.0555706,33.46212769,11.22115612,25.02539444,14.58788109
A,0,0,0,37.316677,65.60961914,35.5120697,32.71113586,31.46387291,31.22728729,0.278771162,0.084275037,0.112393022,0.143298507,0.557728112,64.34880829,71.35439301,80.19930267,88.35044861,8.854769707,20.0555706,33.46212769,11.22115612,25.02539444,14.58788109
A,0,0,0,37.316677,65.60961914,35.5120697,32.71113586,31.46387291,31.22728729,0.278771162,0.084275037,0.112393022,0.143298507,0.557728112,64.34880829,71.35439301,80.19930267,88.35044861,8.854769707,20.0555706,33.46212769,11.22115612,25.02539444,14.58788109
A,0,0,0,37.316677,65.60961914,35.5120697,32.71113586,31.46387291,31.22728729,0.278771162,0.084275037,0.112393022,0.143298507,0.557728112,64.34880829,71.35439301,80.19930267,88.35044861,8.854769707,20.0555706,33.46212769,11.22115612,25.02539444,14.58788109
A,0,0,0,37.316677,65.60961914,35.5120697,32.71113586,31.46387291,31.22728729,0.278771162,0.084275037,0.112393022,0.143298507,0.557728112,64.34880829,71.35439301,80.19930267,88.35044861,8.854769707,20.0555706,33.46212769,11.22115612,25.02539444,14.58788109
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.32887,65.63299561,35.51093292,32.69258499,31.46969795,31.1973629,0.278683841,0.08421766,0.112320192,0.142725155,0.556895196,64.45639801,71.4322052,80.28333282,88.36579132,8.844011307,20.04718399,33.3993988,11.2214222,24.96869278,14.54368305
A,0,0,0,37.3459,65.66861725,35.50453949,32.6728363,31.4754982,31.16254807,0.278793037,0.084155992,0.112213254,0.142126352,0.556116343,64.5830307,71.53070068,80.38446808,88.39074707,8.833175659,20.0343895,33.32664871,11.21760178,24.90299606,14.49598503
A,0,0,0,37.3459,65.66861725,35.50453949,32.6728363,31.4754982,31.16254807,0.278793037,0.084155992,0.112213254,0.142126352,0.556116343,64.5830307,71.53070068,80.38446808,88.39074707,8.833175659,20.0343895,33.32664871,11.21760178,24.90299606,14.49598503
A,0,0,0,37.3459,65.66861725,35.50453949,32.6728363,31.4754982,31.16254807,0.278793037,0.084155992,0.112213254,0.142126352,0.556116343,64.5830307,71.53070068,80.38446808,88.39074707,8.833175659,20.0343895,33.32664871,11.21760178,24.90299606,14.49598503
A,0,0,0,37.3459,65.66861725,35.50453949,32.6728363,31.4754982,31.16254807,0.278793037,0.084155992,0.112213254,0.142126352,0.556116343,64.5830307,71.53070068,80.38446808,88.39074707,8.833175659,20.0343895,33.32664871,11.21760178,24.90299606,14.49598503
A,0,0,0,37.3459,65.66861725,35.50453949,32.6728363,31.4754982,31.16254807,0.278793037,0.084155992,0.112213254,0.142126352,0.556116343,64.5830307,71.53070068,80.38446808,88.39074707,8.833175659,20.0343895,33.32664871,11.21760178,24.90299606,14.49598503
A,0,0,0,37.3459,65.66861725,35.50453949,32.6728363,31.4754982,31.16254807,0.278793037,0.084155992,0.112213254,0.142126352,0.556116343,64.5830307,71.53070068,80.38446808,88.39074707,8.833175659,20.0343895,33.32664871,11.21760178,24.90299606,14.49598503
A,0,0,0,37.3459,65.66861725,35.50453949,32.6728363,31.4754982,31.16254807,0.278793037,0.084155992,0.112213254,0.142126352,0.556116343,64.5830307,71.53070068,80.38446808,88.39074707,8.833175659,20.0343895,33.32664871,11.21760178,24.90299606,14.49598503
A,0,0,0,37.391552,65.77316284,35.46992874,32.61930466,31.48298645,31.09136391,0.278987259,0.084082916,0.111939855,0.140913963,0.554566205,64.86296844,71.76818085,80.6264801,88.47584534,8.819511414,20.00892639,33.17094803,11.2025547,24.75519371,14.39411926
A,0,0,0,37.391552,65.77316284,35.46992874,32.61930466,31.48298645,31.09136391,0.278987259,0.084082916,0.111939855,0.140913963,0.554566205,64.86296844,71.76818085,80.6264801,88.47584534,8.819511414,20.00892639,33.17094803,11.2025547,24.75519371,14.39411926
A,0,0,0,37.391552,65.77316284,35.46992874,32.61930466,31.48298645,31.09136391,0.278987259,0.084082916,0.111939855,0.140913963,0.554566205,64.86296844,71.76818085,80.6264801,88.47584534,8.819511414,20.00892639,33.17094803,11.2025547,24.75519371,14.39411926
A,0,0,0,37.391552,65.77316284,35.46992874,32.61930466,31.48298645,31.09136391,0.278987259,0.084082916,0.111939855,0.140913963,0.554566205,64.86296844,71.76818085,80.6264801,88.47584534,8.819511414,20.00892639,33.17094803,11.2025547,24.75519371,14.39411926
A,0,0,0,37.391552,65.77316284,35.46992874,32.61930466,31.48298645,31.09136391,0.278987259,0.084082916,0.111939855,0.140913963,0.554566205,64.86296844,71.76818085,80.6264801,88.47584534,8.819511414,20.00892639,33.17094803,11.2025547,24.75519371,14.39411926
A,0,0,0,37.391552,65.77316284,35.46992874,32.61930466,31.48298645,31.09136391,0.278987259,0.084082916,0.111939855,0.140913963,0.554566205,64.86296844,71.76818085,80.6264801,88.47584534,8.819511414,20.00892639,33.17094803,11.2025547,24.75519371,14.39411926
A,0,0,0,37.391552,65.77316284,35.46992874,32.61930466,31.48298645,31.09136391,0.278987259,0.084082916,0.111939855,0.140913963,0.554566205,64.86296844,71.76818085,80.6264801,88.47584534,8.819511414,20.00892639,33.17094803,11.2025547,24.75519371,14.39411926
A,0,0,0,37.391552,65.77316284,35.46992874,32.61930466,31.48298645,31.09136391,0.278987259,0.084082916,0.111939855,0.140913963,0.554566205,64.86296844,71.76818085,80.6264801,88.47584534,8.819511414,20.00892639,33.17094803,11.2025547,24.75519371,14.39411926
A,0,0,0,37.391552,65.77316284,35.46992874,32.61930466,31.48298645,31.09136391,0.278987259,0.084082916,0.111939855,0.140913963,0.554566205,64.86296844,71.76818085,80.6264801,88.47584534,8.819511414,20.00892639,33.17094803,11.2025547,24.75519371,14.39411926
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
A,0,0,0,37.4264,65.83525848,35.44582748,32.58802414,31.48543167,31.04770279,0.278980553,0.083997004,0.111736909,0.140251637,0.553419173,65.03756714,71.9174118,80.77277374,88.52996826,8.809700966,19.98797607,33.07497787,11.18985176,24.66651917,14.33625889
name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
