name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
B,0,0,0,63.124825,90.62469482,94.03820038,80.85100555,72.1029129,37.83176804,0.456357986,0.168419495,0.162303269,0.174457535,0.357573509,31.52588844,59.45534134,84.14855957,93.98233795,34.37066269,62.64543915,90.89596558,29.13274765,69.8984375,57.52667999
B,0,0,0,63.124825,90.62469482,94.03820038,80.85100555,72.1029129,37.83176804,0.456357986,0.168419495,0.162303269,0.174457535,0.357573509,31.52588844,59.45534134,84.14855957,93.98233795,34.37066269,62.64543915,90.89596558,29.13274765,69.8984375,57.52667999
B,0,0,0,63.124825,90.62469482,94.03820038,80.85100555,72.1029129,37.83176804,0.456357986,0.168419495,0.162303269,0.174457535,0.357573509,31.52588844,59.45534134,84.14855957,93.98233795,34.37066269,62.64543915,90.89596558,29.13274765,69.8984375,57.52667999
B,0,0,0,63.124825,90.62469482,94.03820038,80.85100555,72.1029129,37.83176804,0.456357986,0.168419495,0.162303269,0.174457535,0.357573509,31.52588844,59.45534134,84.14855957,93.98233795,34.37066269,62.64543915,90.89596558,29.13274765,69.8984375,57.52667999
name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
B,0,0,0,71.10189,90.0283432,94.61312866,86.58911133,72.96588898,37.5619812,0.470844746,0.168236971,0.182015449,0.185602963,0.390002847,29.92027283,58.47739029,84.23840332,92.86846924,32.72827148,64.86682892,93.54515839,35.28145218,82.55780029,63.27987289
B,0,0,0,69.62526,89.82798767,94.32530212,86.31207275,72.24713898,37.57557678,0.468984365,0.16784139,0.181959793,0.187326923,0.387925178,29.79301262,58.31359863,84.14900208,92.48968506,32.65504456,65.01137543,93.1332016,35.64598083,82.22052765,62.47459412
B,0,0,0,69.62526,89.82798767,94.32530212,86.31207275,72.24713898,37.57557678,0.468984365,0.16784139,0.181959793,0.187326923,0.387925178,29.79301262,58.31359863,84.14900208,92.48968506,32.65504456,65.01137543,93.1332016,35.64598083,82.22052765,62.47459412
B,0,0,0,69.62526,89.82798767,94.32530212,86.31207275,72.24713898,37.57557678,0.468984365,0.16784139,0.181959793,0.187326923,0.387925178,29.79301262,58.31359863,84.14900208,92.48968506,32.65504456,65.01137543,93.1332016,35.64598083,82.22052765,62.47459412
B,0,0,0,69.62526,89.82798767,94.32530212,86.31207275,72.24713898,37.57557678,0.468984365,0.16784139,0.181959793,0.187326923,0.387925178,29.79301262,58.31359863,84.14900208,92.48968506,32.65504456,65.01137543,93.1332016,35.64598083,82.22052765,62.47459412
B,0,0,0,69.62526,89.82798767,94.32530212,86.31207275,72.24713898,37.57557678,0.468984365,0.16784139,0.181959793,0.187326923,0.387925178,29.79301262,58.31359863,84.14900208,92.48968506,32.65504456,65.01137543,93.1332016,35.64598083,82.22052765,62.47459412
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.91535,89.72646332,94.18336487,86.15924072,71.87345886,37.62813568,0.468035042,0.167573586,0.181955829,0.188251868,0.386599094,29.72204399,58.23243713,84.11685181,92.3396225,32.63380814,65.11026764,92.95883179,35.83314514,82.04489899,62.05188751
B,0,0,0,68.05525,89.60016632,94.0194931,85.97754669,71.47958374,37.68572235,0.466967553,0.167212263,0.181962416,0.189134613,0.384824336,29.63115501,58.12772751,84.04906464,92.14572906,32.61191559,65.19078064,92.73388672,35.99771118,81.80027008,61.57013321
B,0,0,0,68.05525,89.60016632,94.0194931,85.97754669,71.47958374,37.68572235,0.466967553,0.167212263,0.181962416,0.189134613,0.384824336,29.63115501,58.12772751,84.04906464,92.14572906,32.61191559,65.19078064,92.73388672,35.99771118,81.80027008,61.57013321
B,0,0,0,68.05525,89.60016632,94.0194931,85.97754669,71.47958374,37.68572235,0.466967553,0.167212263,0.181962416,0.189134613,0.384824336,29.63115501,58.12772751,84.04906464,92.14572906,32.61191559,65.19078064,92.73388672,35.99771118,81.80027008,61.57013321
B,0,0,0,68.05525,89.60016632,94.0194931,85.97754669,71.47958374,37.68572235,0.466967553,0.167212263,0.181962416,0.189134613,0.384824336,29.63115501,58.12772751,84.04906464,92.14572906,32.61191559,65.19078064,92.73388672,35.99771118,81.80027008,61.57013321
B,0,0,0,68.05525,89.60016632,94.0194931,85.97754669,71.47958374,37.68572235,0.466967553,0.167212263,0.181962416,0.189134613,0.384824336,29.63115501,58.12772751,84.04906464,92.14572906,32.61191559,65.19078064,92.73388672,35.99771118,81.80027008,61.57013321
B,0,0,0,68.05525,89.60016632,94.0194931,85.97754669,71.47958374,37.68572235,0.466967553,0.167212263,0.181962416,0.189134613,0.384824336,29.63115501,58.12772751,84.04906464,92.14572906,32.61191559,65.19078064,92.73388672,35.99771118,81.80027008,61.57013321
B,0,0,0,68.05525,89.60016632,94.0194931,85.97754669,71.47958374,37.68572235,0.466967553,0.167212263,0.181962416,0.189134613,0.384824336,29.63115501,58.12772751,84.04906464,92.14572906,32.61191559,65.19078064,92.73388672,35.99771118,81.80027008,61.57013321
B,0,0,0,66.31548,89.34023285,93.70381927,85.59903717,70.72027588,37.70971298,0.464247823,0.166397348,0.181910709,0.190371469,0.380919099,29.44107246,57.89873505,83.83378601,91.64691925,32.57433319,65.28422546,92.22071075,36.22917557,81.2309494,60.62522125
B,0,0,0,66.31548,89.34023285,93.70381927,85.59903717,70.72027588,37.70971298,0.464247823,0.166397348,0.181910709,0.190371469,0.380919099,29.44107246,57.89873505,83.83378601,91.64691925,32.57433319,65.28422546,92.22071075,36.22917557,81.2309494,60.62522125
B,0,0,0,66.31548,89.34023285,93.70381927,85.59903717,70.72027588,37.70971298,0.464247823,0.166397348,0.181910709,0.190371469,0.380919099,29.44107246,57.89873505,83.83378601,91.64691925,32.57433319,65.28422546,92.22071075,36.22917557,81.2309494,60.62522125
B,0,0,0,66.31548,89.34023285,93.70381927,85.59903717,70.72027588,37.70971298,0.464247823,0.166397348,0.181910709,0.190371469,0.380919099,29.44107246,57.89873505,83.83378601,91.64691925,32.57433319,65.28422546,92.22071075,36.22917557,81.2309494,60.62522125
B,0,0,0,66.31548,89.34023285,93.70381927,85.59903717,70.72027588,37.70971298,0.464247823,0.166397348,0.181910709,0.190371469,0.380919099,29.44107246,57.89873505,83.83378601,91.64691925,32.57433319,65.28422546,92.22071075,36.22917557,81.2309494,60.62522125
B,0,0,0,66.31548,89.34023285,93.70381927,85.59903717,70.72027588,37.70971298,0.464247823,0.166397348,0.181910709,0.190371469,0.380919099,29.44107246,57.89873505,83.83378601,91.64691925,32.57433319,65.28422546,92.22071075,36.22917557,81.2309494,60.62522125
B,0,0,0,66.31548,89.34023285,93.70381927,85.59903717,70.72027588,37.70971298,0.464247823,0.166397348,0.181910709,0.190371469,0.380919099,29.44107246,57.89873505,83.83378601,91.64691925,32.57433319,65.28422546,92.22071075,36.22917557,81.2309494,60.62522125
B,0,0,0,66.31548,89.34023285,93.70381927,85.59903717,70.72027588,37.70971298,0.464247823,0.166397348,0.181910709,0.190371469,0.380919099,29.44107246,57.89873505,83.83378601,91.64691925,32.57433319,65.28422546,92.22071075,36.22917557,81.2309494,60.62522125
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
B,0,0,0,65.58722,89.24320984,93.58985138,85.44478607,70.42777252,37.58644104,0.462703794,0.16595304,0.181853697,0.190555662,0.379209757,29.34822083,57.78628159,83.69769287,91.34727478,32.5611763,65.28401184,91.93805695,36.2722168,80.92395782,60.22528839
name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
C,0,0,0,53.24142,89.42949677,88.51896667,77.5122757,76.23262024,63.38829422,0.420631081,0.0909881,0.06839624,0.037903085,0.47649467,21.12080956,75.23233032,52.00746155,75.84864044,76.27157593,33.64545441,60.25469589,73.63438416,79.67150879,28.49609756
C,0,0,0,53.248737,89.55548096,88.56289673,77.54023743,76.19121552,63.42242813,0.421061933,0.091457888,0.068810135,0.038309865,0.476575881,21.2971077,75.39080811,52.3885231,76.11894226,76.25400543,33.85277557,60.34476471,73.54893494,79.72058105,28.39395142
C,0,0,0,53.248737,89.55548096,88.56289673,77.54023743,76.19121552,63.42242813,0.421061933,0.091457888,0.068810135,0.038309865,0.476575881,21.2971077,75.39080811,52.3885231,76.11894226,76.25400543,33.85277557,60.34476471,73.54893494,79.72058105,28.39395142
C,0,0,0,53.248737,89.55548096,88.56289673,77.54023743,76.19121552,63.42242813,0.421061933,0.091457888,0.068810135,0.038309865,0.476575881,21.2971077,75.39080811,52.3885231,76.11894226,76.25400543,33.85277557,60.34476471,73.54893494,79.72058105,28.39395142
C,0,0,0,53.248737,89.55548096,88.56289673,77.54023743,76.19121552,63.42242813,0.421061933,0.091457888,0.068810135,0.038309865,0.476575881,21.2971077,75.39080811,52.3885231,76.11894226,76.25400543,33.85277557,60.34476471,73.54893494,79.72058105,28.39395142
C,0,0,0,53.248737,89.55548096,88.56289673,77.54023743,76.19121552,63.42242813,0.421061933,0.091457888,0.068810135,0.038309865,0.476575881,21.2971077,75.39080811,52.3885231,76.11894226,76.25400543,33.85277557,60.34476471,73.54893494,79.72058105,28.39395142
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.296684,89.61864471,88.62210846,77.52597046,76.24436951,63.4832077,0.420911849,0.091838889,0.069134459,0.038044386,0.476454914,21.38388062,75.42646027,52.52038956,76.21996307,76.24054718,33.90243912,60.3756218,73.5474472,79.72826385,28.37931061
C,0,0,0,53.336693,89.6837616,88.68157196,77.50273132,76.29219818,63.52519989,0.420870423,0.092195652,0.069396265,0.037745465,0.476052374,21.46721268,75.48292542,52.64168167,76.30329895,76.22409821,33.94252014,60.39334488,73.54180908,79.70236206,28.35930824
C,0,0,0,53.336693,89.6837616,88.68157196,77.50273132,76.29219818,63.52519989,0.420870423,0.092195652,0.069396265,0.037745465,0.476052374,21.46721268,75.48292542,52.64168167,76.30329895,76.22409821,33.94252014,60.39334488,73.54180908,79.70236206,28.35930824
C,0,0,0,53.336693,89.6837616,88.68157196,77.50273132,76.29219818,63.52519989,0.420870423,0.092195652,0.069396265,0.037745465,0.476052374,21.46721268,75.48292542,52.64168167,76.30329895,76.22409821,33.94252014,60.39334488,73.54180908,79.70236206,28.35930824
C,0,0,0,53.336693,89.6837616,88.68157196,77.50273132,76.29219818,63.52519989,0.420870423,0.092195652,0.069396265,0.037745465,0.476052374,21.46721268,75.48292542,52.64168167,76.30329895,76.22409821,33.94252014,60.39334488,73.54180908,79.70236206,28.35930824
C,0,0,0,53.336693,89.6837616,88.68157196,77.50273132,76.29219818,63.52519989,0.420870423,0.092195652,0.069396265,0.037745465,0.476052374,21.46721268,75.48292542,52.64168167,76.30329895,76.22409821,33.94252014,60.39334488,73.54180908,79.70236206,28.35930824
C,0,0,0,53.336693,89.6837616,88.68157196,77.50273132,76.29219818,63.52519989,0.420870423,0.092195652,0.069396265,0.037745465,0.476052374,21.46721268,75.48292542,52.64168167,76.30329895,76.22409821,33.94252014,60.39334488,73.54180908,79.70236206,28.35930824
C,0,0,0,53.336693,89.6837616,88.68157196,77.50273132,76.29219818,63.52519989,0.420870423,0.092195652,0.069396265,0.037745465,0.476052374,21.46721268,75.48292542,52.64168167,76.30329895,76.22409821,33.94252014,60.39334488,73.54180908,79.70236206,28.35930824
C,0,0,0,53.50228,89.81086731,88.84016418,77.4453125,76.4720993,63.64927292,0.420744061,0.09291023,0.069771752,0.036654059,0.475201577,21.60162735,75.57756805,52.74501038,76.370224,76.23571777,33.91308594,60.37405396,73.66925049,79.71033478,28.36353683
C,0,0,0,53.50228,89.81086731,88.84016418,77.4453125,76.4720993,63.64927292,0.420744061,0.09291023,0.069771752,0.036654059,0.475201577,21.60162735,75.57756805,52.74501038,76.370224,76.23571777,33.91308594,60.37405396,73.66925049,79.71033478,28.36353683
C,0,0,0,53.50228,89.81086731,88.84016418,77.4453125,76.4720993,63.64927292,0.420744061,0.09291023,0.069771752,0.036654059,0.475201577,21.60162735,75.57756805,52.74501038,76.370224,76.23571777,33.91308594,60.37405396,73.66925049,79.71033478,28.36353683
C,0,0,0,53.50228,89.81086731,88.84016418,77.4453125,76.4720993,63.64927292,0.420744061,0.09291023,0.069771752,0.036654059,0.475201577,21.60162735,75.57756805,52.74501038,76.370224,76.23571777,33.91308594,60.37405396,73.66925049,79.71033478,28.36353683
C,0,0,0,53.50228,89.81086731,88.84016418,77.4453125,76.4720993,63.64927292,0.420744061,0.09291023,0.069771752,0.036654059,0.475201577,21.60162735,75.57756805,52.74501038,76.370224,76.23571777,33.91308594,60.37405396,73.66925049,79.71033478,28.36353683
C,0,0,0,53.50228,89.81086731,88.84016418,77.4453125,76.4720993,63.64927292,0.420744061,0.09291023,0.069771752,0.036654059,0.475201577,21.60162735,75.57756805,52.74501038,76.370224,76.23571777,33.91308594,60.37405396,73.66925049,79.71033478,28.36353683
C,0,0,0,53.50228,89.81086731,88.84016418,77.4453125,76.4720993,63.64927292,0.420744061,0.09291023,0.069771752,0.036654059,0.475201577,21.60162735,75.57756805,52.74501038,76.370224,76.23571777,33.91308594,60.37405396,73.66925049,79.71033478,28.36353683
C,0,0,0,53.50228,89.81086731,88.84016418,77.4453125,76.4720993,63.64927292,0.420744061,0.09291023,0.069771752,0.036654059,0.475201577,21.60162735,75.57756805,52.74501038,76.370224,76.23571777,33.91308594,60.37405396,73.66925049,79.71033478,28.36353683
C,0,0,0,53.50228,89.81086731,88.84016418,77.4453125,76.4720993,63.64927292,0.420744061,0.09291023,0.069771752,0.036654059,0.475201577,21.60162735,75.57756805,52.74501038,76.370224,76.23571777,33.91308594,60.37405396,73.66925049,79.71033478,28.36353683
C,0,0,0,53.609383,89.8692627,88.91810608,77.40392303,76.60126495,63.75510025,0.420680851,0.093259074,0.069944248,0.035858192,0.47496587,21.66561699,75.61951447,52.74145126,76.36296082,76.22826385,33.83485794,60.31700134,73.76583862,79.74558258,28.37732887
C,0,0,0,53.609383,89.8692627,88.91810608,77.40392303,76.60126495,63.75510025,0.420680851,0.093259074,0.069944248,0.035858192,0.47496587,21.66561699,75.61951447,52.74145126,76.36296082,76.22826385,33.83485794,60.31700134,73.76583862,79.74558258,28.37732887
C,0,0,0,53.609383,89.8692627,88.91810608,77.40392303,76.60126495,63.75510025,0.420680851,0.093259074,0.069944248,0.035858192,0.47496587,21.66561699,75.61951447,52.74145126,76.36296082,76.22826385,33.83485794,60.31700134,73.76583862,79.74558258,28.37732887
C,0,0,0,53.609383,89.8692627,88.91810608,77.40392303,76.60126495,63.75510025,0.420680851,0.093259074,0.069944248,0.035858192,0.47496587,21.66561699,75.61951447,52.74145126,76.36296082,76.22826385,33.83485794,60.31700134,73.76583862,79.74558258,28.37732887
C,0,0,0,53.609383,89.8692627,88.91810608,77.40392303,76.60126495,63.75510025,0.420680851,0.093259074,0.069944248,0.035858192,0.47496587,21.66561699,75.61951447,52.74145126,76.36296082,76.22826385,33.83485794,60.31700134,73.76583862,79.74558258,28.37732887
C,0,0,0,53.609383,89.8692627,88.91810608,77.40392303,76.60126495,63.75510025,0.420680851,0.093259074,0.069944248,0.035858192,0.47496587,21.66561699,75.61951447,52.74145126,76.36296082,76.22826385,33.83485794,60.31700134,73.76583862,79.74558258,28.37732887
C,0,0,0,53.609383,89.8692627,88.91810608,77.40392303,76.60126495,63.75510025,0.420680851,0.093259074,0.069944248,0.035858192,0.47496587,21.66561699,75.61951447,52.74145126,76.36296082,76.22826385,33.83485794,60.31700134,73.76583862,79.74558258,28.37732887
C,0,0,0,53.609383,89.8692627,88.91810608,77.40392303,76.60126495,63.75510025,0.420680851,0.093259074,0.069944248,0.035858192,0.47496587,21.66561699,75.61951447,52.74145126,76.36296082,76.22826385,33.83485794,60.31700134,73.76583862,79.74558258,28.37732887
C,0,0,0,53.609383,89.8692627,88.91810608,77.40392303,76.60126495,63.75510025,0.420680851,0.093259074,0.069944248,0.035858192,0.47496587,21.66561699,75.61951447,52.74145126,76.36296082,76.22826385,33.83485794,60.31700134,73.76583862,79.74558258,28.37732887
C,0,0,0,53.72354,89.92376709,89.00244141,77.3638382,76.74697113,63.85926819,0.420702606,0.093626387,0.070146084,0.034991488,0.474630386,21.72111511,75.66313934,52.69810486,76.30658722,76.24219513,33.72789764,60.22465134,73.87089539,79.75650787,28.38627052
C,0,0,0,53.72354,89.92376709,89.00244141,77.3638382,76.74697113,63.85926819,0.420702606,0.093626387,0.070146084,0.034991488,0.474630386,21.72111511,75.66313934,52.69810486,76.30658722,76.24219513,33.72789764,60.22465134,73.87089539,79.75650787,28.38627052
C,0,0,0,53.72354,89.92376709,89.00244141,77.3638382,76.74697113,63.85926819,0.420702606,0.093626387,0.070146084,0.034991488,0.474630386,21.72111511,75.66313934,52.69810486,76.30658722,76.24219513,33.72789764,60.22465134,73.87089539,79.75650787,28.38627052
C,0,0,0,53.72354,89.92376709,89.00244141,77.3638382,76.74697113,63.85926819,0.420702606,0.093626387,0.070146084,0.034991488,0.474630386,21.72111511,75.66313934,52.69810486,76.30658722,76.24219513,33.72789764,60.22465134,73.87089539,79.75650787,28.38627052
